Subjectivity,Word,Sentiment,Polarity
strongsubj,invincible,n,positive
strongsubj,inviolable,n,positive
strongsubj,inviolate,n,positive
weaksubj,invisible,n,neutral
strongsubj,invulnerable,n,positive
weaksubj,involuntarily,n,negative
weaksubj,involuntary,n,negative
strongsubj,irate,n,negative
strongsubj,irately,n,negative
strongsubj,ire,n,negative
strongsubj,irk,y,negative
strongsubj,irksome,n,negative
strongsubj,ironic,n,negative
strongsubj,ironies,n,negative
strongsubj,ironies,n,negative
strongsubj,irony,n,negative
strongsubj,irrational,n,negative
strongsubj,irrationality,n,negative
strongsubj,irrationally,n,negative
strongsubj,irreconcilable,n,negative
strongsubj,irredeemable,n,negative
strongsubj,irredeemably,n,negative
strongsubj,irreformable,n,negative
strongsubj,irrefutable,n,positive
strongsubj,irrefutably,n,positive
strongsubj,irregardless,n,neutral
weaksubj,irregular,n,negative
weaksubj,irregularity,n,negative
strongsubj,irrelevance,n,negative
strongsubj,irrelevant,n,negative
strongsubj,irreparable,n,negative
strongsubj,irreplacible,n,negative
strongsubj,irrepressible,n,negative
strongsubj,irreproachable,n,positive
strongsubj,irresistible,n,positive
strongsubj,irresistibly,n,positive
strongsubj,irresolute,n,negative
weaksubj,irresolvable,n,negative
strongsubj,irresponsible,n,negative
strongsubj,irresponsibly,n,negative
weaksubj,irretrievable,n,negative
strongsubj,irreverence,n,negative
strongsubj,irreverent,n,negative
strongsubj,irreverently,n,negative
strongsubj,irreversible,n,negative
strongsubj,irreversible,n,negative
strongsubj,irritable,n,negative
strongsubj,irritably,n,negative
weaksubj,irritant,n,negative
strongsubj,irritate,y,negative
strongsubj,irritated,n,negative
strongsubj,irritating,n,negative
strongsubj,irritation,n,negative
strongsubj,irritation,n,negative
weaksubj,isolate,y,negative
weaksubj,isolated,n,negative
weaksubj,isolation,n,negative
strongsubj,itch,y,negative
strongsubj,jabber,y,negative
strongsubj,jaded,n,negative
weaksubj,jam,n,negative
weaksubj,jar,y,negative
strongsubj,jaundiced,n,negative
strongsubj,jauntily,n,positive
strongsubj,jaunty,n,positive
strongsubj,jealous,n,negative
strongsubj,jealously,n,negative
strongsubj,jealousness,n,negative
strongsubj,jealousy,n,negative
strongsubj,jeer,n,negative
strongsubj,jeer,y,negative
strongsubj,jeering,y,negative
strongsubj,jeeringly,y,negative
strongsubj,jeers,n,negative
strongsubj,jeopardize,y,negative
strongsubj,jeopardy,n,negative
strongsubj,jerk,y,negative
strongsubj,jest,y,positive
strongsubj,jittery,n,negative
weaksubj,jobless,n,negative
strongsubj,joke,n,positive
strongsubj,joke,y,positive
strongsubj,joker,n,negative
weaksubj,jollify,y,positive
strongsubj,jolly,y,positive
weaksubj,jolt,y,negative
strongsubj,jovial,n,positive
strongsubj,joy,n,positive
strongsubj,joyful,n,positive
strongsubj,joyfully,n,positive
strongsubj,joyless,n,positive
strongsubj,joyous,n,positive
strongsubj,joyously,n,positive
strongsubj,jubilant,n,positive
strongsubj,jubilantly,n,positive
strongsubj,jubilate,y,positive
strongsubj,jubilation,n,positive
strongsubj,jubilation,n,positive
weaksubj,judgement,n,neutral
weaksubj,judgement,n,neutral
weaksubj,judgements,n,neutral
weaksubj,judgements,n,neutral
strongsubj,judicious,n,positive
weaksubj,judgment,n,neutral
weaksubj,judgment,n,neutral
weaksubj,judgments,n,neutral
weaksubj,judgments,n,neutral
weaksubj,jumpy,n,negative
weaksubj,junk,n,negative
weaksubj,junky,n,negative
strongsubj,just,n,positive
weaksubj,just,n,positive
weaksubj,just,n,positive
weaksubj,justice,n,positive
weaksubj,justice,n,positive
strongsubj,justifiable,n,positive
strongsubj,justifiably,y,positive
strongsubj,justification,n,positive
strongsubj,justify,y,positive
strongsubj,justly,n,positive
weaksubj,juvenile,n,negative
strongsubj,kaput,n,negative
strongsubj,keen,n,positive
strongsubj,keen,n,negative
strongsubj,keen,y,negative
strongsubj,keenly,n,positive
strongsubj,keenness,n,positive
strongsubj,keenness,n,positive
strongsubj,kemp,n,positive
weaksubj,key,n,neutral
strongsubj,kick,n,negative
strongsubj,kick,n,negative
strongsubj,kid,y,positive
weaksubj,kill,y,negative
weaksubj,killer,n,negative
weaksubj,killer,n,negative
strongsubj,killjoy,n,negative
strongsubj,kind,n,positive
strongsubj,kindly,n,positive
strongsubj,kindliness,n,positive
strongsubj,kindness,n,positive
strongsubj,kingmaker,n,positive
weaksubj,kiss,n,positive
weaksubj,kiss,y,positive
strongsubj,knave,n,negative
weaksubj,knife,y,negative
weaksubj,knock,n,negative
weaksubj,knock,y,negative
strongsubj,knew,n,neutral
strongsubj,know,n,neutral
strongsubj,knowing,n,neutral
strongsubj,knowingly,n,neutral
strongsubj,knowledge,n,neutral
strongsubj,knowledgeable,n,positive
strongsubj,kook,n,negative
strongsubj,kooky,n,negative
strongsubj,lack,n,negative
strongsubj,lack,n,negative
strongsubj,lackadaisical,n,negative
strongsubj,lackey,n,negative
strongsubj,lackeys,n,negative
strongsubj,lackeys,n,negative
strongsubj,lacking,n,negative
strongsubj,lackluster,y,negative
strongsubj,laconic,n,negative
weaksubj,lag,y,negative
strongsubj,lambast,y,negative
strongsubj,lambaste,y,negative
weaksubj,lame,n,negative
strongsubj,lame-duck,n,negative
strongsubj,lament,y,negative
strongsubj,lamentable,n,negative
strongsubj,lamentably,n,negative
strongsubj,languid,n,negative
strongsubj,languish,y,negative
weaksubj,lanky,n,negative
strongsubj,languor,n,negative
strongsubj,languorous,n,negative
strongsubj,languorously,n,negative
weaksubj,large,n,neutral
weaksubj,large-scale,n,neutral
weaksubj,lapse,n,negative
weaksubj,large,n,positive
weaksubj,large,n,positive
weaksubj,largely,n,neutral
strongsubj,lark,y,positive
strongsubj,lascivious,n,negative
strongsubj,last-ditch,n,negative
strongsubj,last-ditch,n,negative
strongsubj,lastly,y,neutral
strongsubj,laud,y,positive
strongsubj,laudable,n,positive
strongsubj,laudably,n,positive
strongsubj,laugh,n,negative
strongsubj,laugh,y,negative
strongsubj,laughable,n,negative
strongsubj,laughably,n,negative
strongsubj,laughingstock,n,negative
strongsubj,laughter,n,negative
strongsubj,lavish,n,positive
strongsubj,lavish,y,positive
strongsubj,lavishly,n,positive
strongsubj,law-abiding,n,positive
strongsubj,lawbreaker,n,negative
strongsubj,lawbreaking,n,negative
weaksubj,lawful,n,positive
weaksubj,lawfully,n,positive
strongsubj,lawless,n,negative
strongsubj,lawlessness,n,negative
strongsubj,lawlessness,n,negative
strongsubj,lax,n,negative
strongsubj,lax,n,negative
strongsubj,lazy,n,negative
weaksubj,leading,n,positive
weaksubj,leak,y,negative
weaksubj,leakage,n,negative
weaksubj,leaky,n,negative
weaksubj,lean,n,positive
weaksubj,lean,n,positive
weaksubj,learn,n,neutral
weaksubj,learning,n,positive
weaksubj,learned,n,positive
weaksubj,least,n,negative
strongsubj,lech,n,negative
strongsubj,lecher,n,negative
strongsubj,lecher,n,negative
strongsubj,lecherous,n,negative
strongsubj,lechery,n,negative
weaksubj,lecture,n,negative
weaksubj,lecture,y,negative
strongsubj,leech,n,negative
strongsubj,leech,n,negative
strongsubj,leech,y,negative
strongsubj,leer,n,negative
strongsubj,leer,y,negative
strongsubj,leery,n,negative
strongsubj,left-leaning,n,negative
weaksubj,legacy,n,neutral
weaksubj,legacies,n,neutral
weaksubj,legacies,n,neutral
weaksubj,legalistic,n,neutral
weaksubj,legalistic,n,neutral
weaksubj,legendary,n,positive
weaksubj,legitimacy,n,positive
weaksubj,legitimate,n,positive
weaksubj,legitimately,n,positive
weaksubj,lenient,n,positive
weaksubj,leniently,n,positive
weaksubj,less,n,negative
weaksubj,less-developed,n,negative
weaksubj,less-expensive,n,positive
weaksubj,lessen,y,negative
weaksubj,lesser,n,negative
weaksubj,lesser-known,n,negative
strongsubj,letch,n,negative
weaksubj,lethal,n,negative
weaksubj,lethargic,n,negative
weaksubj,lethargy,n,negative
weaksubj,leverage,n,positive
weaksubj,leverage,y,positive
strongsubj,levity,n,positive
strongsubj,lewd,n,negative
strongsubj,lewdly,n,negative
strongsubj,lewdness,n,negative
weaksubj,liable,n,negative
strongsubj,liability,n,negative
strongsubj,liability,n,negative
strongsubj,liar,n,negative
strongsubj,liar,n,negative
strongsubj,liars,n,negative
strongsubj,liars,n,negative
weaksubj,liberal,n,positive
weaksubj,liberation,n,positive
weaksubj,liberation,n,positive
weaksubj,liberalism,n,positive
weaksubj,liberally,n,positive
strongsubj,liberate,y,positive
strongsubj,liberty,n,positive
strongsubj,licentious,n,negative
strongsubj,licentiously,n,negative
strongsubj,licentiousness,n,negative
strongsubj,lie,n,negative
strongsubj,lie,n,negative
weaksubj,lie,n,negative
strongsubj,lier,n,negative
strongsubj,lies,n,negative
strongsubj,lies,n,negative
weaksubj,life-threatening,n,negative
strongsubj,lifeblood,n,positive
weaksubj,lifeless,n,negative
weaksubj,lifelong,n,positive
weaksubj,light,n,positive
weaksubj,light,n,positive
strongsubj,light-hearted,n,positive
weaksubj,lighten,y,positive
strongsubj,likable,n,positive
strongsubj,like,y,positive
weaksubj,likelihood,n,neutral
weaksubj,likelihood,n,neutral
weaksubj,likely,y,neutral
strongsubj,liking,n,positive
strongsubj,likewise,y,neutral
weaksubj,limit,n,negative
weaksubj,limit,y,negative
weaksubj,limitation,n,negative
weaksubj,limited,n,negative
strongsubj,limitless,n,neutral
strongsubj,limitless,n,neutral
strongsubj,limp,n,negative
strongsubj,lionhearted,n,positive
strongsubj,listless,n,negative
weaksubj,literate,n,positive
strongsubj,litigious,n,negative
strongsubj,little,n,negative
strongsubj,little-known,n,negative
weaksubj,live,n,positive
strongsubj,lively,n,positive
strongsubj,livid,n,negative
strongsubj,lividly,n,negative
strongsubj,loath,n,negative
strongsubj,loathe,n,negative
strongsubj,loathe,y,negative
strongsubj,loathing,n,negative
strongsubj,loathly,n,negative
strongsubj,loathsome,n,negative
strongsubj,loathsomely,n,negative
strongsubj,lofty,n,positive
weaksubj,logical,n,positive
strongsubj,lone,n,negative
strongsubj,lone,n,negative
strongsubj,loneliness,n,negative
strongsubj,lonely,n,negative
strongsubj,lonesome,n,negative
strongsubj,long,y,negative
strongsubj,longing,n,negative
strongsubj,longingly,n,negative
weaksubj,look,y,neutral
weaksubj,looking,y,neutral
strongsubj,loophole,n,negative
strongsubj,loopholes,n,negative
strongsubj,loopholes,n,negative
strongsubj,loot,n,negative
strongsubj,lorn,n,negative
strongsubj,losing,n,negative
strongsubj,losing,n,negative
weaksubj,lose,y,negative
weaksubj,loser,n,negative
weaksubj,loss,n,negative
weaksubj,lost,n,negative
strongsubj,lousy,n,negative
strongsubj,lovable,n,positive
strongsubj,lovably,n,positive
strongsubj,love,n,positive
strongsubj,love,y,positive
strongsubj,loveless,n,negative
strongsubj,loveliness,n,positive
strongsubj,lovelorn,n,negative
strongsubj,lover,n,positive
strongsubj,lovely,n,positive
strongsubj,lovely,y,positive
weaksubj,low,n,negative
weaksubj,low-cost,n,positive
strongsubj,low-rated,n,negative
weaksubj,low-risk,n,positive
weaksubj,lower-priced,n,positive
strongsubj,lowly,n,negative
weaksubj,loyal,n,positive
strongsubj,loyalty,n,positive
strongsubj,loyalty,n,positive
strongsubj,lucid,n,positive
strongsubj,lucidly,n,positive
strongsubj,luck,n,positive
strongsubj,luckier,n,positive
strongsubj,luckier,n,positive
strongsubj,luckiest,y,positive
strongsubj,luckily,n,positive
strongsubj,luckiness,n,positive
strongsubj,lucky,n,positive
strongsubj,lucky,n,positive
weaksubj,lucrative,n,positive
weaksubj,lucrative,n,positive
strongsubj,ludicrous,n,negative
strongsubj,ludicrously,n,negative
strongsubj,lugubrious,1,negative
strongsubj,lukewarm,n,negative
weaksubj,lull,y,negative
weaksubj,luminous,n,positive
strongsubj,lunatic,n,negative
strongsubj,lunatic,n,negative
strongsubj,lunaticism,n,negative
strongsubj,lurch,y,negative
strongsubj,lure,y,negative
strongsubj,lurid,n,negative
strongsubj,lurk,y,negative
strongsubj,lurking,n,negative
strongsubj,lush,n,positive
strongsubj,lust,y,both
strongsubj,lure,y,negative
strongsubj,luster,n,positive
strongsubj,lustrous,n,positive
strongsubj,luxuriant,n,positive
weaksubj,luxuriate,y,positive
strongsubj,luxurious,n,positive
strongsubj,luxuriously,n,positive
strongsubj,luxury,n,positive
strongsubj,luxury,n,positive
strongsubj,lying,n,negative
strongsubj,lyrical,n,positive
strongsubj,macabre,n,negative
strongsubj,mad,n,negative
strongsubj,madden,y,negative
strongsubj,maddening,n,negative
strongsubj,maddeningly,n,negative
strongsubj,madder,n,negative
strongsubj,madder,n,negative
strongsubj,madly,n,negative
strongsubj,madman,n,negative
strongsubj,madness,n,negative
strongsubj,magic,n,positive
strongsubj,magical,n,positive
strongsubj,magnanimous,n,positive
strongsubj,magnanimously,n,positive
weaksubj,magnetic,n,positive
strongsubj,magnificence,n,positive
strongsubj,magnificent,n,positive
strongsubj,magnificent,n,positive
strongsubj,magnificently,n,positive
weaksubj,magnify,n,positive
strongsubj,majestic,n,positive
strongsubj,majesty,n,positive
weaksubj,major,n,neutral
strongsubj,maladjusted,n,negative
strongsubj,maladjustment,n,negative
weaksubj,malady,n,negative
weaksubj,malaise,n,negative
strongsubj,malcontent,n,negative
strongsubj,malcontent,n,negative
strongsubj,malcontented,n,negative
strongsubj,maledict,n,negative
strongsubj,maledict,y,negative
strongsubj,malevolence,n,negative
strongsubj,malevolent,n,negative
strongsubj,malevolently,n,negative
strongsubj,malice,n,negative
strongsubj,malicious,n,negative
strongsubj,maliciously,n,negative
strongsubj,maliciousness,n,negative
strongsubj,malign,n,negative
strongsubj,malign,y,negative
weaksubj,malignant,n,negative
strongsubj,malodorous,n,negative
strongsubj,maltreatment,n,negative
strongsubj,maltreatment,n,negative
weaksubj,manageable,n,positive
weaksubj,maneuver,n,negative
weaksubj,maneuver,n,negative
strongsubj,mangle,y,negative
strongsubj,mania,n,negative
strongsubj,maniac,n,negative
strongsubj,maniacal,n,negative
strongsubj,manic,n,negative
strongsubj,manifest,n,positive
weaksubj,manipulate,y,negative
weaksubj,manipulation,n,negative
weaksubj,manipulation,n,negative
strongsubj,manipulative,n,negative
strongsubj,manipulators,n,negative
strongsubj,manipulators,n,negative
strongsubj,manly,n,positive
strongsubj,mannerly,n,positive
strongsubj,mantra,n,neutral
strongsubj,mantra,n,neutral
strongsubj,mar,n,negative
strongsubj,mar,y,negative
weaksubj,marginal,n,negative
weaksubj,marginally,n,negative
strongsubj,martyrdom,n,negative
strongsubj,martyrdom-seeking,n,negative
strongsubj,marvel,n,positive
strongsubj,marvel,y,positive
strongsubj,marvellous,n,positive
strongsubj,marvelous,n,positive
strongsubj,marvelous,y,positive
strongsubj,marvelously,n,positive
strongsubj,marvelousness,n,positive
strongsubj,marvels,n,positive
strongsubj,massacre,n,negative
strongsubj,massacre,y,negative
strongsubj,massacres,n,negative
weaksubj,massive,n,neutral
strongsubj,master,n,positive
strongsubj,master,n,positive
strongsubj,masterful,n,positive
strongsubj,masterfully,n,positive
strongsubj,masterpiece,n,positive
strongsubj,masterpieces,n,positive
strongsubj,masters,n,positive
strongsubj,masters,n,positive
strongsubj,mastery,n,positive
strongsubj,matchless,n,positive
weaksubj,matter,y,neutral
weaksubj,mature,n,positive
weaksubj,maturely,n,positive
weaksubj,maturity,n,positive
strongsubj,maverick,n,negative
strongsubj,mawkish,n,negative
strongsubj,mawkishly,n,negative
strongsubj,mawkishness,n,negative
strongsubj,maxi-devaluation,n,negative
strongsubj,maxi-devaluation,n,negative
strongsubj,maximize,y,positive
strongsubj,maybe,y,neutral
strongsubj,meager,n,negative
strongsubj,mean,n,negative
weaksubj,mean,y,neutral
strongsubj,meaningful,n,positive
strongsubj,meaningless,n,negative
strongsubj,meanness,n,negative
strongsubj,meddle,y,negative
strongsubj,meddlesome,y,negative
strongsubj,mediocre,n,negative
strongsubj,mediocrity,n,negative
strongsubj,meek,n,positive
strongsubj,melancholy,n,negative
strongsubj,mellow,n,positive
strongsubj,melodramatic,n,negative
strongsubj,melodramatically,n,negative
strongsubj,memorable,n,positive
strongsubj,memorialize,y,positive
weaksubj,memories,n,neutral
weaksubj,memories,n,neutral
strongsubj,menace,n,negative
strongsubj,menace,y,negative
strongsubj,menacing,n,negative
strongsubj,menacingly,n,negative
weaksubj,mend,y,positive
strongsubj,mendacious,n,negative
strongsubj,mendacity,n,negative
weaksubj,menial,n,negative
strongsubj,mentality,n,neutral
weaksubj,mentor,n,positive
strongsubj,merciful,y,positive
strongsubj,mercifully,n,positive
strongsubj,merciless,n,negative
strongsubj,mercilessly,n,negative
strongsubj,mercy,n,positive
strongsubj,mercy,n,positive
strongsubj,mere,n,negative
strongsubj,mere,y,negative
strongsubj,merely,y,negative
strongsubj,merit,n,positive
strongsubj,merit,y,positive
strongsubj,meritorious,n,positive
strongsubj,merrily,n,positive
strongsubj,merriment,n,positive
strongsubj,merriness,n,positive
strongsubj,merry,n,positive
strongsubj,mesmerize,y,positive
strongsubj,mesmerizing,n,positive
strongsubj,mesmerizing,n,positive
strongsubj,mesmerizingly,n,positive
strongsubj,mess,n,negative
strongsubj,mess,n,negative
weaksubj,messy,n,negative
strongsubj,metaphorize,y,neutral
weaksubj,meticulous,n,positive
weaksubj,meticulously,n,positive
strongsubj,midget,n,negative
strongsubj,midget,n,negative
weaksubj,miff,y,negative
weaksubj,might,y,neutral
strongsubj,might,n,positive
strongsubj,mightily,n,positive
strongsubj,mighty,n,positive
weaksubj,mild,n,positive
strongsubj,militancy,n,negative
strongsubj,militancy,n,negative
weaksubj,mind,y,negative
strongsubj,mindful,n,positive
strongsubj,mindless,n,negative
strongsubj,mindlessly,n,negative
weaksubj,minister,y,positive
weaksubj,minor,n,neutral
strongsubj,miracle,n,positive
strongsubj,miracles,n,positive
strongsubj,miraculous,n,positive
strongsubj,miraculously,n,positive
strongsubj,miraculousness,n,positive
strongsubj,mirage,n,negative
strongsubj,mirage,n,negative
strongsubj,mire,n,negative
strongsubj,mire,y,negative
strongsubj,mirth,n,positive
weaksubj,misapprehend,y,negative
strongsubj,misbecoming,n,negative
strongsubj,misbecome,y,negative
strongsubj,misbegotten,n,negative
strongsubj,misbehave,y,negative
strongsubj,misbehavior,n,negative
weaksubj,miscalculate,y,negative
weaksubj,miscalculation,n,negative
weaksubj,miscalculation,n,negative
strongsubj,mischief,n,negative
strongsubj,mischief,n,negative
strongsubj,mischievous,n,negative
strongsubj,mischievously,n,negative
strongsubj,misconception,n,negative
strongsubj,misconceptions,n,negative
strongsubj,misconceptions,n,negative
strongsubj,miscreant,n,negative
strongsubj,miscreants,n,negative
strongsubj,misdirection,n,negative
strongsubj,miser,n,negative
strongsubj,miserly,n,negative
strongsubj,miserable,n,negative
strongsubj,miserableness,n,negative
strongsubj,miserably,n,negative
strongsubj,miseries,n,negative
strongsubj,misery,n,negative
strongsubj,misery,n,negative
strongsubj,misfit,n,negative
strongsubj,misfortune,n,negative
strongsubj,misgiving,n,negative
strongsubj,misgivings,n,negative
strongsubj,misguidance,n,negative
strongsubj,misguide,y,negative
strongsubj,misguided,n,negative
strongsubj,mishandle,y,negative
strongsubj,mishap,n,negative
strongsubj,misinform,y,negative
strongsubj,misinformed,n,negative
strongsubj,misinterpret,y,negative
strongsubj,misjudge,y,negative
strongsubj,misjudgment,n,negative
strongsubj,mislead,n,negative
strongsubj,mislead,y,negative
strongsubj,misleading,n,negative
strongsubj,misleadingly,y,negative
strongsubj,mislike,y,negative
strongsubj,mismanage,y,negative
strongsubj,misread,y,negative
strongsubj,misreading,n,negative
strongsubj,misreading,n,negative
strongsubj,misrepresent,y,negative
strongsubj,misrepresentation,y,negative
weaksubj,miss,y,negative
strongsubj,misstatement,n,negative
strongsubj,mistake,n,negative
strongsubj,mistake,n,negative
strongsubj,mistaken,y,negative
strongsubj,mistakenly,n,negative
strongsubj,mistakes,n,negative
strongsubj,mistakes,n,negative
strongsubj,mistrust,n,negative
strongsubj,mistrust,n,negative
strongsubj,mistrustful,y,negative
strongsubj,mistrustfully,y,negative
strongsubj,misunderstand,n,negative
strongsubj,misunderstood,n,negative
strongsubj,misunderstanding,n,negative
strongsubj,misunderstanding,n,negative
strongsubj,misunderstanding,n,negative
strongsubj,misunderstandings,n,negative
strongsubj,misunderstandings,n,negative
strongsubj,misuse,y,negative
strongsubj,mm,n,neutral
strongsubj,moan,y,negative
strongsubj,mock,n,negative
strongsubj,mock,y,negative
strongsubj,mockeries,n,negative
strongsubj,mockery,n,negative
strongsubj,mocking,n,negative
strongsubj,mockingly,n,negative
strongsubj,moderate,n,positive
strongsubj,moderation,n,positive
strongsubj,moderation,n,positive
weaksubj,modern,n,positive
weaksubj,modest,n,positive
weaksubj,modesty,n,positive
strongsubj,molest,y,negative
strongsubj,molestation,n,negative
strongsubj,mollify,y,positive
strongsubj,momentous,n,positive
strongsubj,monotonous,n,negative
strongsubj,monotony,n,negative
strongsubj,monster,n,negative
strongsubj,monstrosities,n,negative
strongsubj,monstrosity,n,negative
strongsubj,monstrous,n,negative
strongsubj,monstrously,n,negative
strongsubj,monumental,n,positive
strongsubj,monumentally,n,positive
strongsubj,moody,n,negative
weaksubj,moon,y,negative
weaksubj,moot,n,negative
weaksubj,mope,y,negative
strongsubj,moral,n,positive
strongsubj,moral,n,positive
strongsubj,morality,n,positive
strongsubj,moralize,y,positive
strongsubj,morbid,n,negative
strongsubj,morbidly,n,negative
strongsubj,mordant,n,negative
strongsubj,mordantly,n,negative
strongsubj,moreover,y,neutral
strongsubj,moribund,n,negative
strongsubj,mortification,n,negative
strongsubj,mortified,n,negative
strongsubj,mortify,y,negative
strongsubj,mortifying,n,negative
strongsubj,mortifying,n,negative
weaksubj,most,n,neutral
weaksubj,mostly,n,neutral
weaksubj,motionless,n,negative
strongsubj,motivate,y,positive
strongsubj,motivated,n,positive
strongsubj,motivation,n,positive
strongsubj,motivation,n,positive
weaksubj,motive,n,neutral
weaksubj,motive,n,neutral
strongsubj,motley,n,negative
strongsubj,mourn,y,negative
strongsubj,mourner,n,negative
strongsubj,mournful,n,negative
strongsubj,mournfully,n,negative
weaksubj,move,y,neutral
strongsubj,moving,n,positive
weaksubj,much,y,neutral
weaksubj,muddle,y,negative
weaksubj,muddy,n,negative
strongsubj,mudslinger,n,negative
strongsubj,mudslinging,n,negative
strongsubj,mulish,n,negative
strongsubj,multi-polarization,n,negative
strongsubj,multi-polarization,n,negative
strongsubj,mum,n,neutral
strongsubj,mundane,n,negative
weaksubj,murder,n,negative
weaksubj,murder,y,negative
weaksubj,murderous,n,negative
weaksubj,murderously,n,negative
weaksubj,murky,n,negative
strongsubj,muscle-flexing,n,negative
strongsubj,must,y,neutral
weaksubj,myriad,n,positive
strongsubj,mysterious,n,negative
strongsubj,mysteriously,n,negative
strongsubj,mystery,n,negative
weaksubj,mystify,y,negative
weaksubj,mistified,n,negative
strongsubj,myth,n,negative
strongsubj,myth,n,negative
strongsubj,nag,y,negative
strongsubj,nagging,y,negative
strongsubj,naive,n,negative
strongsubj,naively,n,negative
weaksubj,nap,n,neutral
weaksubj,nap,n,neutral
weaksubj,narrow,n,negative
strongsubj,narrower,n,negative
strongsubj,narrower,n,negative
weaksubj,nascent,n,neutral
strongsubj,nastily,n,negative
strongsubj,nastiness,n,negative
strongsubj,nasty,n,negative
strongsubj,nationalism,n,negative
strongsubj,nationalism,n,negative
weaksubj,natural,n,positive
weaksubj,naturally,n,positive
weaksubj,nature,n,neutral
weaksubj,nature,n,neutral
strongsubj,naughty,n,negative
weaksubj,nauseate,y,negative
strongsubj,nauseating,n,negative
strongsubj,nauseatingly,n,negative
weaksubj,navigable,n,positive
weaksubj,neat,n,positive
weaksubj,neatly,n,positive
strongsubj,nebulous,n,negative
strongsubj,nebulous,n,negative
strongsubj,nebulously,n,negative
weaksubj,necessarily,n,positive
weaksubj,necessary,n,positive
weaksubj,need,n,negative
weaksubj,need,n,negative
strongsubj,need,y,neutral
strongsubj,needful,n,neutral
strongsubj,needful,n,neutral
strongsubj,needfully,y,neutral
weaksubj,needless,n,negative
weaksubj,needlessly,n,negative
weaksubj,needs,n,neutral
weaksubj,needs,n,neutral
weaksubj,needy,n,negative
strongsubj,nefarious,n,negative
strongsubj,nefariously,n,negative
weaksubj,negate,y,negative
weaksubj,negation,n,negative
weaksubj,negative,n,negative
strongsubj,neglect,n,negative
strongsubj,neglect,y,negative
strongsubj,neglected,n,negative
strongsubj,negligent,n,negative
strongsubj,negligence,n,negative
weaksubj,negligible,n,negative
strongsubj,nemesis,n,negative
weaksubj,nettle,y,negative
strongsubj,nettlesome,n,negative
strongsubj,nevertheless,y,neutral
strongsubj,nervous,n,negative
strongsubj,nervously,n,negative
strongsubj,nervousness,n,negative
strongsubj,neurotic,n,negative
strongsubj,neurotically,n,negative
weaksubj,neutralize,y,positive
strongsubj,nice,n,positive
strongsubj,nicely,y,positive
strongsubj,nifty,n,positive
weaksubj,niggle,y,negative
strongsubj,nightmare,n,negative
strongsubj,nightmarish,n,negative
strongsubj,nightmarishly,n,negative
strongsubj,nimble,n,positive
strongsubj,nix,y,negative
strongsubj,noble,n,positive
strongsubj,nobly,n,positive
weaksubj,noisy,n,negative
strongsubj,non-confidence,n,negative
strongsubj,non-confidence,n,negative
weaksubj,non-violence,n,positive
weaksubj,non-violent,n,positive
weaksubj,nonexistent,n,negative
strongsubj,nonsense,n,negative
weaksubj,nonviolent,n,neutral
weaksubj,normal,n,positive
strongsubj,nosey,n,negative
strongsubj,notable,n,positive
strongsubj,notable,n,positive
strongsubj,notably,y,positive
strongsubj,noteworthy,n,positive
strongsubj,noteworthy,n,positive
weaksubj,noticeable,n,positive
weaksubj,notion,n,neutral
weaksubj,notion,n,neutral
strongsubj,notorious,n,negative
strongsubj,notoriously,n,negative
strongsubj,novel,n,positive
weaksubj,nourish,y,positive
weaksubj,nourishing,n,positive
weaksubj,nourishment,n,positive
strongsubj,nuance,n,neutral
strongsubj,nuance,n,neutral
strongsubj,nuances,n,neutral
strongsubj,nuances,n,neutral
strongsubj,nuisance,n,negative
strongsubj,nuisance,n,negative
weaksubj,numb,y,negative
strongsubj,nurture,y,positive
strongsubj,nurturing,n,positive
strongsubj,nurturing,n,positive
strongsubj,oasis,n,positive
strongsubj,obedience,n,positive
strongsubj,obedient,n,positive
strongsubj,obediently,n,positive
strongsubj,obey,y,positive
strongsubj,obese,n,negative
strongsubj,obese,n,negative
strongsubj,object,y,negative
strongsubj,objection,n,negative
strongsubj,objection,n,negative
strongsubj,objectionable,n,negative
strongsubj,objections,n,negative
strongsubj,objections,n,negative
weaksubj,objective,n,positive
weaksubj,objectively,n,positive
weaksubj,obligation,n,neutral
weaksubj,obligation,n,neutral
strongsubj,obliged,y,positive
weaksubj,oblique,n,negative
strongsubj,obliterate,y,negative
strongsubj,obliterated,n,negative
strongsubj,oblivious,n,negative
strongsubj,oblivious,n,negative
strongsubj,obnoxious,n,negative
strongsubj,obnoxiously,n,negative
strongsubj,obscene,n,negative
strongsubj,obscenely,n,negative
strongsubj,obscenity,n,negative
weaksubj,obscure,n,negative
strongsubj,obscure,y,negative
strongsubj,obscurity,y,negative
strongsubj,obsess,y,negative
strongsubj,obsession,n,negative
strongsubj,obsessions,n,negative
strongsubj,obsessive,n,negative
strongsubj,obsessively,n,negative
strongsubj,obsessiveness,n,negative
weaksubj,obsolete,n,negative
strongsubj,obstacle,n,negative
strongsubj,obstacle,n,negative
strongsubj,obstinate,n,negative
strongsubj,obstinately,n,negative
weaksubj,obstruct,y,negative
weaksubj,obstruction,n,negative
strongsubj,obtrusive,n,negative
strongsubj,obtuse,n,negative
strongsubj,obviate,y,positive
weaksubj,obvious,n,neutral
weaksubj,obvious,y,neutral
weaksubj,obvious,n,neutral
strongsubj,obviously,n,negative
weaksubj,odd,n,negative
weaksubj,odd,y,negative
